,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
519,Muhammad Shahbaz Farooq,Improving nitrogen use efficiency in aerobic rice based on insights into the ecophysiology of archaeal and bacterial ammonia oxidizers,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,"Islamabad, Pakistan",33.6938118,73.0651511,,Islamabad,Islamabad Capital Territory,Pakistan
520,Muhammad Uzair,Improving nitrogen use efficiency in aerobic rice based on insights into the ecophysiology of archaeal and bacterial ammonia oxidizers,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,Advanced Biotechnology,2.9669816,101.7412135,,Sepang,Selangor,Malaysia
521,Muhammad Uzair,Improving nitrogen use efficiency in aerobic rice based on insights into the ecophysiology of archaeal and bacterial ammonia oxidizers,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,"Islamabad, Pakistan",33.6938118,73.0651511,,Islamabad,Islamabad Capital Territory,Pakistan
522,Muhammad Uzair,Improving nitrogen use efficiency in aerobic rice based on insights into the ecophysiology of archaeal and bacterial ammonia oxidizers,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,NARC,0.2191388,37.8310938,Tigania East,,Meru County,Kenya
523,Myura Nagendran,Reporting guideline for the early stage clinical evaluation of decision support systems driven by artificial intelligence: DECIDE-AI,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Imperial College London,51.4989595,-0.1756407,,London,England,United Kingdom
524,Médéric R.J. Diard,The Impact of 18 Ancestral and Horizontally-Acquired Regulatory Proteins upon the Transcriptome and sRNA Landscape of Salmonella enterica serovar …,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,"SNSF Assistant Professor, Basel University Biozentrum",,,,,,
525,Nabil Killiny,"Host-free biofilm culture of “Candidatus Liberibacter asiaticus,” the bacterium associated with Huanglongbing","Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens","Associate Professor of Plant Pathology, University of Florida",,,,,,
526,Nabil Killiny,"Host-free biofilm culture of “Candidatus Liberibacter asiaticus,” the bacterium associated with Huanglongbing","Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens",University of Florida,29.6411884,-82.3562296,Alachua County,Gainesville,Florida,United States
527,Nabil Killiny,Silencing of sucrose hydrolase causes nymph mortality and disturbs adult osmotic homeostasis in Diaphorina citri (Hemiptera: Liviidae),"Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens","Associate Professor of Plant Pathology, University of Florida",,,,,,
528,Nabil Killiny,Silencing of sucrose hydrolase causes nymph mortality and disturbs adult osmotic homeostasis in Diaphorina citri (Hemiptera: Liviidae),"Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens",University of Florida,29.6411884,-82.3562296,Alachua County,Gainesville,Florida,United States
529,Narmin Ghaffari Laleh,Artificial intelligence in histopathology: enhancing cancer research and clinical oncology,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,"Dresden, Germany",51.0493286,13.7381437,,Dresden,Saxony,Germany
530,Nebojsa Bacanin, Application of natural language processing and machine learning boosted with swarm intelligence for spam email filtering,Artificial intelligence in clinical and genomic diagnostics,Computing,41.8785098,-87.6256053,Cook County,Chicago,Illinois,United States
531,Nebojsa Bacanin, Application of natural language processing and machine learning boosted with swarm intelligence for spam email filtering,Artificial intelligence in clinical and genomic diagnostics,Faculty of Informatics,,,,,,
532,Nebojsa Bacanin, Application of natural language processing and machine learning boosted with swarm intelligence for spam email filtering,Artificial intelligence in clinical and genomic diagnostics,"Faculty of Informatics and Computing, Singidunum University, vice-rector for scientific research",,,,,,
533,Nebojsa Bacanin, Application of natural language processing and machine learning boosted with swarm intelligence for spam email filtering,Artificial intelligence in clinical and genomic diagnostics,Singidunum University,44.7821859,20.4787905,City of Belgrade,Belgrade,Central Serbia,Serbia
534,Ngoc-Quynh Le,Polygenic Risk Scores and Genetically Complex Eye Disease,Genotype imputation and variability in polygenic risk score estimation,PhD candidate at QIMR Berghofer Medical Research Institute,,,,,,
535,Nicole Webster,Characterization of a thaumarchaeal symbiont that drives incomplete nitrification in the tropical sponge Ianthella basta,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,Institute for Marine,53.1539713,8.1754458,,Oldenburg,Lower Saxony,Germany
536,Nicole Webster,Characterization of a thaumarchaeal symbiont that drives incomplete nitrification in the tropical sponge Ianthella basta,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,University of Tasmania,-42.906822,147.3218083,,Hobart,Tasmania,Australia
537,No_author_found, An updated review on developing small molecule kinase inhibitors using computer-aided drug design approaches,Evaluation of molecular docking using polynomial empirical scoring functions,No_author_found,,,,,,
538,No_author_found, Artificial intelligence in genetics,Artificial intelligence in clinical and genomic diagnostics,No_author_found,,,,,,
539,No_author_found, Exploitation alters microbial community and its co-occurrence patterns in ionic rare earth mining sites,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,No_author_found,,,,,,
540,No_author_found, Harnessing the power of AI: a comprehensive review of its impact and challenges in nursing science and healthcare,Artificial intelligence in clinical and genomic diagnostics,No_author_found,,,,,,
541,No_author_found, Investigation of the Effects of Novel Azole Compounds on the Activity of MPGES-1 Enzyme,"De Azevedo Jr., WF (2008)",No_author_found,,,,,,
542,No_author_found, Microplastics and benthic animals reshape the geochemical characteristics of dissolved organic matter by inducing changes in keystone microbes in riparian …,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,No_author_found,,,,,,
543,No_author_found, Soil microbial community assembly model in response to heavy metal pollution,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,No_author_found,,,,,,
544,No_author_found, Solidago canadensis enhances its invasion by modulating prokaryotic communities in the bulk soil,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,No_author_found,,,,,,
545,No_author_found, The hygiene hypothesis in autoimmunity: the role of pathogens and commensals,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,No_author_found,,,,,,
546,No_author_found," Two-component system GacS/GacA, a global response regulator of bacterial physiological behaviors",Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,No_author_found,,,,,,
547,No_author_found,Cellular Adaptations to Cytoplasmic Mg2+ Limitation,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,No_author_found,,,,,,
548,No_author_found,Computational prediction of binding affinity for cdk2-ligand complexes. a protein target for cancer drug discovery,Evaluation of molecular docking using polynomial empirical scoring functions,No_author_found,,,,,,
549,No_author_found,Exploration in the mechanism of fucosterol for the treatment of non-small cell lung cancer based on network pharmacology and molecular docking,Evaluation of molecular docking using polynomial empirical scoring functions,No_author_found,,,,,,
550,No_author_found,Feedback regulation and coordination of the main metabolism for bacterial growth and metabolic engineering for amino acid fermentation,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,No_author_found,,,,,,
551,No_author_found,Fragmented Molecular Docking to Rationally Improve the Accuracy of Blind Ligand-Receptor Binding Prediction,"De Azevedo Jr., WF (2008)",No_author_found,,,,,,
552,No_author_found,Gut microbiome in type 1 diabetes: A comprehensive review,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,No_author_found,,,,,,
553,No_author_found,Integrative FourD omics approach profiles the target network of the carbon storage regulatory system,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,No_author_found,,,,,,
554,No_author_found,Microbial dysbiosis in the gut drives systemic autoimmune diseases,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,No_author_found,,,,,,
555,No_author_found,Network pharmacology and molecular docking analysis on potential molecular targets and mechanism of action of BRAF inhibitors for application in wound healing,"De Azevedo Jr., WF (2008)",No_author_found,,,,,,
556,No_author_found,"Polyoxometalate‐soft matter composite materials: design strategies, applications, and future directions",Molecular docking algorithms,No_author_found,,,,,,
557,No_author_found,Progress in structure-based design of EGFR inhibitors,"De Azevedo Jr., WF (2008)",No_author_found,,,,,,
558,No_author_found,Recent progress of molecular docking simulations applied to development of drugs,"De Azevedo Jr., WF (2008)",No_author_found,,,,,,
559,No_author_found,Single-Target Regulators Constitute the Minority Group of Transcription Factors in Escherichia coli K-12,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,No_author_found,,,,,,
560,No_author_found,Supervised machine learning methods applied to predict ligand-binding affinity,Computational methods for calculation of ligand-binding affinity,No_author_found,,,,,,
561,No_author_found,The expression of virulence genes increases membrane permeability and sensitivity to envelope stress in Salmonella Typhimurium,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,No_author_found,,,,,,
562,No_author_found,The heterogeneous pathogenesis of type 1 diabetes mellitus,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,No_author_found,,,,,,
